CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15040-270981,2015-03-13,H-2A,2015-02-09,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-11-30,"S&J Harvesting, LLC",1139 Country Road # 404,N/A,Uvalde,TX,78801,UNITED STATES OF AMERICA,N/A,830-591-9972,,"SLR Labor Works, LLC",Gloria Rodriguez,San Antonio,TX,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,"Wheat, milo, cotton",,13,13,Y,Seasonal,40,08:00 AM,05:00 PM,10.86,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Uvalde,TX,78801,Y,Individual Employer,Texas Workforce Commission,TX5030694,2015-02-05,2015-08-05
H-300-15034-657468,2015-02-23,H-2A,2015-02-03,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-11-30,Gregory A. Mann,P.O. Box 96,380 Little Wood Reservoir Road,Carey,ID,83320,UNITED STATES OF AMERICA,,208-823-4191,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farm Work,,2,2,Y,Seasonal,48,07:00 AM,08:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Carey,ID,83320,Y,Individual Employer,ID Dept of Commerce & Labor,1530846,2015-01-26,2015-07-31
H-300-15053-063124,2015-03-06,H-2A,2015-02-22,DETERMINATION ISSUED - CERTIFICATION,2015-04-12,2015-10-31,"RIVERVIEW FARM, INC.",6125 HWY 1804,N/A,HAZELTON,ND,58544,UNITED STATES OF AMERICA,N/A,701-220-0283,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2091,Agricultural Equipment Operators,DRY PEAS,,2,2,Y,Seasonal,40,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,HAZELTON,ND,58544,N,Individual Employer,NORTH DAKOTA SWA,398455,2015-02-18,2015-07-22
H-300-15051-795226,2015-03-31,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-12-20,SMITH & SON FARMS,2458 KIRKSEY RD,,MURRAY,KY,42071,UNITED STATES OF AMERICA,,270-489-2796,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",divers crops,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,MURRAY,KY,42071,Y,Individual Employer,KY DEPT OF LABOR & WORKFORCE,KY0570239,2015-02-18,2015-08-25
H-300-15056-791147,2015-03-18,H-2A,2015-02-25,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2015-04-15,2015-12-15,Jackson Harvesting,700 N. Broadway,,Weatherford,OK,73096,UNITED STATES OF AMERICA,,580-772-4632,,COC PLACEMENT SERVICE LLC,GAROLD DUNGY,GOWER,MO,Farmworker Grain,45-2091,Agricultural Equipment Operators,Custom Combine,,6,5,Y,Seasonal,48,08:00 AM,04:00 PM,10.35,Hour,,,N,,None,,,N,,N,,,Y,6,Weatherford,OK,73096,Y,H-2A Labor Contractor or Job Contractor,"Workforce Oklahoma 1120 Frisco Ave. Clinton, OK.  (580) 323-1341",OK1023040,2015-02-04,2015-08-15
H-300-15057-999816,2015-03-19,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-08-15,"Dry Branch, Inc.",1278 Hub Jarriel Rd,,Collins,GA,30421,UNITED STATES OF AMERICA,,912-684-4921,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,20,20,Y,Seasonal,40,08:00 AM,04:00 PM,10,Hour,,,N,,None,,,N,,N,,,Y,3,Collins,GA,30421,Y,Individual Employer,Georgia Department of Labor,GA8271554,2015-02-27,2015-06-16
H-300-15065-087686,2015-05-18,H-2A,2015-03-06,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-11-20,Royal Berry Farms Inc,279 C Maher Road,,Watsonville,CA,95076,UNITED STATES OF AMERICA,,831-761-8235,,ALLOTT IMMIGRATION LAW FIRM,ANN ALLOTT,CENTENNIAL,CO,Farmworker-strawberries,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",maintaining strawberries,,60,60,Y,Seasonal,40,07:00 AM,03:00 PM,11.33,Hour,0,0,N,,None,N/A,N/A,N,,N,,,N,,Watsonville,CA,95076,Y,Individual Employer,California Employment Development Department,14368322,2015-05-06,2015-08-05
H-300-15062-529924,2015-03-31,H-2A,2015-03-03,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2016-04-30,Cargile Cattle Company,"19101 Ranch Rd 853, San Angelo TX 76901 (Physical Address)","PO Box 511 , San Angelo TX 76902 (Mailing Address)",San Angelo,TX,76901,UNITED STATES OF AMERICA,N/A,325-653-3371,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheephearder,,3,3,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,San Angelo,TX,76901,Y,Association - Filing as Agent (H-2A Only),TX State Workforce,TX7004090,2015-02-27,2015-10-30
H-300-15045-996312,2015-03-17,H-2A,2015-02-14,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-11-15,DAVIDIAN BROTHERS FARM,500 CHURCH ST,,NORTHBORO,MA,01532,UNITED STATES OF AMERICA,,508-393-3444,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,NORTHBORO,MA,01532,N,Association - Filing as Agent (H-2A Only),MA career services,5290865,2015-02-06,2015-07-16
H-300-15045-763882,2015-03-31,H-2A,2015-02-14,DETERMINATION ISSUED - CERTIFICATION,2015-04-02,2015-10-30,WILLIAM E BRODERICK DBA SUNNY CREST ORCHARDS,24 HAWKINS LANE,,STERLING,MA,01564,UNITED STATES OF AMERICA,,508-612-6627,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farmworker,,2,2,Y,Seasonal,48,07:00 AM,03:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,STERLING,MA,01564,N,Association - Filing as Agent (H-2A Only),MA career services,5290613,2015-02-06,2015-07-15
H-300-15043-045133,2015-04-08,H-2A,2015-02-12,DETERMINATION ISSUED - CERTIFICATION,2015-04-22,2016-02-21,WILLIAM SHIPLEY,278 AARON DAVIS ROAD,,SPEEDWELL,TN,37870,UNITED STATES OF AMERICA,,865-585-2374,,"Ray Wilcoxson, Inc.","Walter Wilcoxson, Jr",HORSE CAVE,KY,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",All Work,,6,6,Y,Seasonal,40,07:00 AM,04:00 PM,10.32,Hour,,,N,,None,,,N,,N,,,Y,3,Speedwell,TN,27870,Y,Individual Employer,TENNESSEE CAREER CENTER-TALBOTT,TN356756,2015-02-09,2015-09-21
H-300-15046-772725,2015-03-06,H-2A,2015-02-15,DETERMINATION ISSUED - CERTIFICATION,2015-04-07,2015-12-01,KEVIN BRYL,219 WOODLEA DRIVE,N/A,DEVILS LAKE,ND,58301,UNITED STATES OF AMERICA,N/A,701-395-4311,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2091,Agricultural Equipment Operators,Ag equip operator,,3,3,Y,Seasonal,40,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,WEBSTER,ND,58382,N,Individual Employer,NORTH DAKOTA SWA,397949,2015-02-13,2015-08-04
H-300-15052-682636,2015-04-02,H-2A,2015-02-21,DETERMINATION ISSUED - CERTIFICATION,2015-05-04,2016-02-28,Keith Hillenbrand,1540 Elliston-Napoleon Road,,Dry Ridge,KY,41035,UNITED STATES OF AMERICA,,859-428-3468,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Tobacco, hay, row, greenhouse",423930,5,5,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,DRY RIDGE,KY,41035,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0570827,2015-02-20,2015-10-01
H-300-15047-234444,2015-03-12,H-2A,2015-02-16,DETERMINATION ISSUED - CERTIFICATION,2015-04-06,2015-11-15,PETTIT FARMS LLC,3677 BATES ROAD,,MEDINA,NY,14103,UNITED STATES OF AMERICA,,585-798-3014,,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",APPLE/ JUICE,,2,2,Y,Seasonal,45,08:00 AM,04:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,3,MEDINA,NY,14103,N,Individual Employer,NYS DEPARTMENT OF LABOR,NY 1117640,2015-02-10,2015-07-26
H-300-15041-914785,2015-03-13,H-2A,2015-02-10,DETERMINATION ISSUED - DENIED,2015-04-03,2015-12-31,Lancaster Farms,47257 Craig Rd.,N/A,Dacoma,OK,73731,UNITED STATES OF AMERICA,,580-748-2950,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,,423930,4,0,Y,Seasonal,48,08:00 AM,05:00 PM,10.35,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Dacoma,OK,73731,N,Individual Employer,Oklahoma Employment Security Commission,OK1023130,2015-02-05,2015-08-17
H-300-15044-286723,2015-03-05,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-03-30,2015-11-30,Autumn Ridge Landscaping,8940 Greenfield Rd,,Loretto,MN,55357,UNITED STATES OF AMERICA,,763-498-7574,,NATIONAL AGRICULTURAL CONSULTANTS LLC,THERESA WARD,CARTHAGE,NC,Nursery worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,11.56,Hour,,,N,,None,,,N,,N,,,Y,3,Loretto,MN,55357,Y,Individual Employer,MN Workforce,8126994,2015-03-30,2015-11-30
H-300-15056-143467,2015-03-27,H-2A,2015-02-25,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-11-28,RICKY CROUCH,6187 ST. RT. 121 N.,,MURRAY,KY,42071,UNITED STATES OF AMERICA,,270-489-2430,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","setting, top/oil, cut, stripping tobacco",,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,MURRAY,KY,42071,Y,Individual Employer,KY DEPT OF LABOR & WORKFORCE,KY0571752,2015-02-24,2015-08-15
H-300-15034-675422,2015-03-11,H-2A,2015-02-03,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2016-03-31,Hilger Hereford Ranch,"2888 Gates of the Mountains Road, Helena MT 59602 (Physical Addres","2888 Gates of the Mountains Rd, Helena MT 59602 (Mailing Address)",Helena,MT,59602,UNITED STATES OF AMERICA,N/A,406-458-5273,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheepherding,,1,1,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Helena,MT,59602,Y,Association - Filing as Agent (H-2A Only),MT Workfoce Center,MT10102203,2015-01-23,2015-09-29
H-300-15044-593531,2015-05-14,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-10-27,JESUS GUERRERO,739 SMITH CEMETERY ROAD,,WRAY,GA,31798,UNITED STATES OF AMERICA,N/A,912-592-4722,,MONICA SAAVEDRA,MONICA SAAVEDRA,DOUGLAS,GA,FARM WORKERS AND LABORERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Vegetables, Fruits",,99,99,Y,Seasonal,40,07:00 AM,02:00 PM,10,Hour,,,N,,None,,,N,,Y,0,,Y,2,WRAY,GA,31798,Y,H-2A Labor Contractor or Job Contractor,GEORGIA DEPARTMENT OF LABOR,GA8265593,2015-01-26,2015-07-04
H-300-15039-511399,2015-02-27,H-2A,2015-02-08,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-10,F & F Companies,P O Box 694,1414 Hwy 36 East,Judsonia,AR,72081,UNITED STATES OF AMERICA,,501-729-5142,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Strawberries, blueberries, sod, peas, watermelons",,10,10,Y,Seasonal,40,08:00 AM,05:00 PM,10.18,Hour,,,N,,None,na,na,N,,N,,,Y,3,Searcy,AR,72081,N,Individual Employer,Arkansas Dept of Workforce,1089952,2015-01-23,2015-08-05
H-300-15040-159367,2015-03-26,H-2A,2015-02-09,DETERMINATION ISSUED - DENIED,2015-03-26,2015-12-31,Michael Stamer Farms,"13259 15th St., SW",,Willmar,MN,56201,UNITED STATES OF AMERICA,,320-995-6511,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag Equipment Operator,45-2091,Agricultural Equipment Operators,cultivating harvesting,423930,11,0,Y,Seasonal,48,08:00 AM,05:00 PM,11.56,Hour,,,N,,None,,,N,,N,,,Y,3,Willmar,MN,56201,N,Individual Employer,Minnesota Department of Employment and Economic Development,8108999,,2015-07-31
H-300-15054-857539,2015-04-01,H-2A,2015-02-23,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-11-30,TROY LAWRENCE,1290 DRY RIDGE MT ZION RD,,DRY RIDGE,KY,41035,UNITED STATES OF AMERICA,,859-824-7863,,"RAY WILCOXSON, INC","WALTER WILCOXSON, Jr",HORSE CAVE,KY,FARM WORKER CROP,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",ALL WORK IS AT,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,10.28,10.28,N,,None,,,N,,N,,,Y,3,DRY RIDGE,KY,41035,N,Individual Employer,KENTUCKY STATE WORKFORCE AGENCY,KY0569432,2015-02-13,2015-08-17
H-300-15054-976840,2015-04-02,H-2A,2015-02-23,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-12-15,Tony Eldridge,4663 St. Paul Road,,Woodlawn,TN,37191,UNITED STATES OF AMERICA,,931-648-4161,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","FARMWORKERS, LABORERS, CROP",423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,WOODLAWN,TN,37191,Y,Association - Filing as Agent (H-2A Only),"TN Department of Labor & Workforce Development, Nashville, TN 37243",TN358629,2015-02-23,2015-08-23
H-300-15049-409969,2015-03-12,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-04-08,2015-12-20,"Westlake Tree Farms, LLC",2421 N. Hill Camp Rd,"mailing: 2421 N. Hill Camp Rd , Pottstown PA  19465",Pottstown,PA,19465,UNITED STATES OF AMERICA,N/A,610-469-6913,11,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Evergreen Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",EVERGREEN TREES,,2,2,Y,Seasonal,35,07:30 AM,02:00 PM,11.29,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Pottstown,PA,19465,Y,Individual Employer,PA-CareerLink - Chester County,8298634,2015-02-12,2015-04-05
H-300-15056-456033,2015-04-06,H-2A,2015-02-25,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-10-15,Mark McFadgen,3024 Bugli Lane,,Stevensville,MT,59870,UNITED STATES OF AMERICA,,406-360-8701,,"WEBER & VANORIO CPAS, PC",DAN TRACEY,STEVENSVILLE,MT,General Farm Worker/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","General Farm, Irrigation worker",,1,1,Y,Seasonal,48,05:00 AM,06:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Stevensville,MT,59870,N,Individual Employer,"Montana Department of Labor & Industry, Workforce Services Division",10104433,2015-02-03,2015-07-14
H-300-15058-013999,2015-03-19,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-18,2015-12-20,C.D. ELLIS PRODUCE,362 BOB ELLIS RD,,GATES,TN,38037,UNITED STATES OF AMERICA,,731-836-9122,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Produce,,10,10,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,GATES,TN,38037,Y,Individual Employer,TN CAREER CTR.,TN358971,2015-02-25,2015-08-19
H-300-15054-141525,2015-03-13,H-2A,2015-02-23,DETERMINATION ISSUED - CERTIFICATION,2015-04-09,2015-12-06,Alewelt Concrete Inc.,18358 County Hwy D-20,,Alden,IA,50006,UNITED STATES OF AMERICA,,515-859-3223,,THE BERNARD FIRM P.L.C.,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,47-2061,Construction Laborers,Construction of Livestock buildings,,12,12,Y,Seasonal,45,07:30 AM,04:30 PM,12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Salisbury,MO,65281,Y,H-2A Labor Contractor or Job Contractor,Missouri Department of Economic Development,11055939,2015-02-10,2015-08-07
H-300-15055-547515,2015-03-23,H-2A,2015-02-24,DETERMINATION ISSUED - CERTIFICATION,2015-04-27,2015-05-22,"CITRUS HARVESTING, INC.",2695 E. MAIN STREET,,WAUCHULA,FL,33873,UNITED STATES OF AMERICA,,863-773-6633,,Florida Fruit & Vegetable Association,CHRISTINE SYNAN,MAITLAND,FL,"Farmworker, Watermelon",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farmworker,,23,23,Y,Seasonal,36,07:00 AM,01:00 PM,10.19,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Sebring,FL,33876,Y,Association - Filing as Agent (H-2A Only),Department of Economic Opportunity,FL9995316,2015-02-24,2015-05-10
H-300-15058-096961,2015-03-25,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-12-20,Schneider Farms & Harvesting LLC,2671 Ave P,,Rush Center,CO,67575,UNITED STATES OF AMERICA,,785-623-0610,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Custom Combiner Grain,45-2091,Agricultural Equipment Operators,Ag equip operator,,2,2,Y,Seasonal,48,08:00 AM,06:00 PM,10.35,Hour,,,N,,None,na,na,N,,N,,,Y,6,Rush Center,KS,67575,Y,Individual Employer,Kansas Dept of Commerce,9470005,2015-02-25,2015-08-21
H-300-15036-857513,2015-03-16,H-2A,2015-02-05,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2015-04-15,2015-11-25,Rossi Dairy Produce LLC,3208 WCR 49,N/A,Hudson,CO,80642,UNITED STATES OF AMERICA,N/A,303-536-4650,,USAMEX LTD CO,DAVID DONALDSON,BALD KNOB,AR,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Vegetables,,22,22,Y,Seasonal,40,07:00 AM,03:00 PM,11.37,Hour,,,N,,None,,,N,,N,,,N,,Hudson,CO,80642,N,Individual Employer,Colorado DLE Workforce Development Programs FLC,CO6057295,2015-02-02,2015-08-05
H-300-15057-706221,2015-03-13,H-2A,2015-02-26,DETERMINATION ISSUED - CERTIFICATION,2015-04-13,2015-11-10,Allhay Farms LLC,P.O. Box 122,2331 State Hwy 5 S,Amsterdam,NY,12010,UNITED STATES OF AMERICA,,518-829-8047,,National Agricultural Consultants LLC,Theresa Ward,Carthage,NC,Farmworker ; Diversified,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","peas, beans",,2,2,Y,Seasonal,35,07:00 AM,02:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,3,Amsterdam,NY,12010,Y,Individual Employer,New York State Department of Labor,NY1118129,2015-02-18,2015-07-27
H-300-15042-945524,2015-03-02,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-10,CHRISTOPHER ROELOFFS,2425 Quaker Village Road,,Weybridge,VT,05753,UNITED STATES OF AMERICA,,802-545-2006,,"LAKE HOME BUSINESS SERVICES, INC.",ALYSON EASTMAN,ORWELL,VT,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Crop Production,,1,1,Y,Seasonal,48,07:00 AM,04:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,Weybridge,VT,05753,N,Individual Employer,Vermont Department of Labor,278634,2015-01-31,2015-08-06
H-300-15035-102018,2015-03-16,H-2A,2015-02-17,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-08-24,"Lane Packing, LLC",50 Lane Road,"Mailing: PO Box 716, Fort Valley, GA 31030",Fort Valley,GA,31030,UNITED STATES OF AMERICA,,478-825-3592,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Orchard Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruit Orchard Work,,60,60,Y,Seasonal,40,07:00 AM,02:30 PM,10,Hour,,,N,,None,,,N,,N,,,Y,3,Fort Valley,GA,31030,Y,Individual Employer,Georgia Department of Labor,GA8262353,2015-02-03,2015-06-08
H-300-15042-531460,2015-03-20,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-12-31,SMITH FARMS,1170 TUCKER RD,,KIRKSEY,KY,42054,UNITED STATES OF AMERICA,,270-489-2895,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Stripping Tobacco,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,KIRKSEY,KY,42054,Y,Individual Employer,KY DEPT OF LABOR & WORKFORCE,KY0568969,2015-02-10,2015-08-25
H-300-15047-948720,2015-03-03,H-2A,2015-02-16,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-01,VERRILL FARM LLC,11 WHEELER RD,,CONCORD,MA,01742,UNITED STATES OF AMERICA,,978-369-4494,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farmworkers & Laborers Crop,,4,4,Y,Seasonal,40,07:00 AM,03:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,concord,MA,01742,N,Association - Filing as Agent (H-2A Only),MA career services,5313158,2015-02-13,2015-07-31
H-300-15034-262919,2015-03-03,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-04-03,2015-12-30,"DIEKMANN FARMS, INC",82082 250TH STREET,N/A,BEARDSLEY,MN,56211,UNITED STATES OF AMERICA,N/A,701-435-2702,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farm worker,,3,3,Y,Seasonal,40,08:00 AM,05:00 PM,11.56,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,BEARDSLEY,MN,56211,N,Individual Employer,MINNESOTA SWA,8105054,2015-02-03,2015-08-16
H-300-15035-605774,2015-03-02,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-10-10,Lynn Whittig,19720 Malt Road,,Caldwell,ID,83607,UNITED STATES OF AMERICA,,208-880-9264,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Sweet Corn,,1,1,Y,Seasonal,48,07:00 AM,05:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Caldwell,ID,83607,N,Individual Employer,ID Dept of Commerce & Labor,1530753,2015-01-26,2015-07-06
H-300-15042-646178,2015-03-02,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-05-31,Luis Martinez,102 Ashley Lane,,McRae,GA,31055,UNITED STATES OF AMERICA,,229-402-4358,,BGL,Brenda Lewis,Lyons,GA,Farm Labor,45-2092.02,General Farmworkers,Maintenance,,74,74,Y,Seasonal,40,07:00 AM,04:00 PM,10,Hour,,,N,,None,,,N,,N,,,Y,1,Lyons,GA,30436,N,H-2A Labor Contractor or Job Contractor,Georgia Department of Labor,GA8264450,2015-04-01,2015-05-01
