CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15316-955199,2016-01-13,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION,2016-02-01,2017-01-29,PRI,Hulet Livestock Company,PO Box 15 (mailing address),237 East Main (physical address),Summit,UT,84772,UNITED STATES OF AMERICA,,435-586-1489,,"Peak Season Labor, Inc.",Diane Thibeault,Lewistown,MT,Range Sheep Herder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,3,3,Y,Seasonal,60,07:00 AM,06:00 PM,"$1,206.31",Month,,,N,,None,,,N,,N,,,Y,6,Summit,UT,84772,Y,Individual Employer,Department of Workforce Services - Utah,N/A,2015-11-20,2016-08-02
H-300-15317-145406,2015-12-11,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-15,2016-06-20,PRI,Kent Soileau Farms,277 WPA Rd.,,Bunkie,LA,71322,UNITED STATES OF AMERICA,,337-945-9120,,"Foreign Labor Solutions, L.L.C.",Jackie Mitchell,Baton Rouge,LA,Crawfish Farmer,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,12,12,Y,Seasonal,35,07:00 AM,03:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,2,Bunkie,LA,71322,N,Individual Employer,Louisiana Department of Labor,573243,2015-11-10,2016-04-02
H-300-15317-145650,2015-12-15,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION,2016-01-23,2016-11-01,PRI,"HW Burns Family, LLC",P.O. Box 1510,333 Swamp Creek Rd.,Big Timber,MT,59011,UNITED STATES OF AMERICA,,406-932-4150,,SNAKE RIVER FARMERS ASSOCIATION INC,Elizabeth (Betsy) Parkin,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Hay and Straw,,2,2,Y,Seasonal,48,08:00 AM,06:00 PM,$11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Big Timber,MT,59011,N,Individual Employer,MT Dept. of Labor & Industry,10164726,2015-11-13,2016-06-11
H-300-15317-165819,2015-11-27,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-07-15,PRI,"Eve N. Garbarino, Jr.","Physical: 693 Elbert Robinson Road, Roanoke, LA 70581","Mail: 693 Elbert Robinson Road, Roanoke, LA 70581",Roanoke,LA,70581,UNITED STATES OF AMERICA,Jeff Davis Parish,337-753-2427,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Roanoke,LA,70581,Y,Individual Employer,"LA Workforce Commission, Office of Workforce Development",571259,2015-10-27,2016-04-08
H-300-15317-235035,2015-12-02,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-03-01,PRI,GREEN COUNTRY HONEY LLC,1489 W 460,"mailing: 21540 E 430 Road , Claremore OK  74017",Pryor,OK,74017,UNITED STATES OF AMERICA,N/A,918-231-4530,,MAS Labor H-2A,Eizabeth Whitley,LOVINGSTON,VA,Bee keeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$10.35,Hour,,,N,,None,,,N,,N,,,Y,3,Pryor,OK,74361,N,Individual Employer,OK Employment Security Commission,OK1060811,2015-11-03,2015-12-29
H-300-15317-302500,2015-11-30,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION,2016-01-04,2016-11-01,PRI,Moore's Honey Farm,9767 Bevil Blvd,,Kountze,TX,77625,UNITED STATES OF AMERICA,,713-724-7110,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Honey,,4,4,Y,Seasonal,48,08:00 AM,06:00 PM,$10.35,Hour,,,N,,None,,,N,,N,,,Y,3,Kountze,TX,77625,N,Individual Employer,Texas Workforce Commission,TX7063674,2015-11-04,2016-06-03
H-300-15317-325256,2015-12-01,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-07-07,PRI,"Loucardeaux Enterprises, LLC.","Physical: 6079 West Whitney, Morse, LA 70559","Mail: 6079 West Whitney, Morse, LA 70559",Morse,LA,70559,UNITED STATES OF AMERICA,Acadia Parish,337-783-3922,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,5,5,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Morse,LA,70559,Y,Individual Employer,"LA Workforce Commission, Office of Workforce Development",571261,2015-10-27,2016-04-04
H-300-15317-332340,2016-01-07,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION,2016-01-15,2016-11-15,PRI,CHERRY HILLS FARMS INC,13020 S 6570 W,,SANTAQUIN,UT,84655,UNITED STATES OF AMERICA,,801-367-7749,,NORTH AMERICAN LABOR SERVICE INC.,JON CLANCY,VANCLEAVE,MS,FARM WORKER/ ORCHARD LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Apples,,23,23,Y,Seasonal,40,07:00 AM,03:30 PM,$11.14,Hour,,,N,,None,,,N,,N,,,Y,3,CALDWELL,ID,83607,N,Individual Employer,IDAHO,590633,2015-11-12,2016-06-15
H-300-15317-348974,2015-12-08,H-2A,2015-11-17,DETERMINATION ISSUED - WITHDRAWN,2016-01-15,2016-11-15,PRI,Turnbull Land & Livestock,PO Box 849,5938 Scenic Mesa Road,Hotchkiss,CO,81419,UNITED STATES OF AMERICA,na,970-921-3377,,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,423940,2,0,Y,Seasonal,45,12:00 AM,11:55 PM,"$1,206.31",Month,,,N,,None,na,na,N,,N,,,Y,6,Hotchkiss,CO,81419,N,Individual Employer,Colorado State Workforce Center,CO6338251,2015-11-09,2016-06-16
H-300-15317-366586,2015-12-01,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION,2016-01-20,2016-11-01,PRI,"Lory Fruit Farms, Inc.",909 Farm View Road,N/A,York Springs,PA,17372,UNITED STATES OF AMERICA,N/A,717-372-8621,,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Peaches,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$11.29,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,York Springs,PA,17372,Y,Association - Sole Employer (H-2A Only),PA Career Link Adams County Careerlink,9830282,2015-11-09,2016-06-11
H-300-15317-413876,2015-11-20,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION,2016-01-01,2016-10-31,PRI,Frey Farms Partnership,"Physical: 2846 Frey Cove Road, Eunice, LA 70535","Mail: 2846 Frey Cove Road, Eunice, LA 70535",Eunice,LA,70535,UNITED STATES OF AMERICA,Acadia Parish,337-550-7183,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,3,3,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Eunice,LA,70535,Y,Individual Employer,"LA Workforce Commission, Office of Workfroce Development",571260,2015-10-27,2016-06-01
H-300-15317-475001,2015-12-16,H-2A,2015-11-13,DETERMINATION ISSUED - WITHDRAWN,2016-01-15,2016-11-01,PRI,"LITTLE EIGHT MILE RANCH, LLC",4696 Lemhi Rd,N/A,Leadore,ID,83464,UNITED STATES OF AMERICA,N/A,406-360-2431,,SNAKE RIVER FARMERS ASSOCIATION INC,Elizabeth (Betsy) Parkin,HEYBURN,ID,Equipment Operator/Farm/Irrigation Worker,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operator,,1,0,Y,Seasonal,44,08:00 AM,05:00 PM,$11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Leadore,ID,83464,N,Individual Employer,ID Dept. of Commerce & Labor / Alien Labor Unit,586503,2015-11-10,2016-06-07
H-300-15317-488815,2015-11-30,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-05,2016-05-18,PRI,WAFLA,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruits and Vegetables,,300,300,Y,Seasonal,40,07:00 AM,03:30 PM,$12.42,Hour,,,N,,None,,,N,,N,,,Y,3,BREWSTER,WA,98812,Y,Association - Joint Employer (H-2A Only),Washington State Employment Department,WS452170260,2015-11-13,2016-03-13
H-300-15317-488815,2015-11-30,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-05,2016-05-18,SUB,Cascade Holdings Group L.P.,25985 Highway 97,,Brewster,WA,98812,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruits and Vegetables,,150,150,Y,Seasonal,40,07:00 AM,03:30 PM,$12.42,Hour,,,N,,None,,,N,,N,,,Y,3,BREWSTER,WA,98812,Y,,Washington State Employment Department,WS452170260,2015-11-13,2016-03-13
H-300-15317-488815,2015-11-30,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-05,2016-05-18,SUB,BHPO LP dba Gebbers Farms,25985 Highway 97,,Brewster,WA,98812,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruits and Vegetables,,150,150,Y,Seasonal,40,07:00 AM,03:30 PM,$12.42,Hour,,,N,,None,,,N,,N,,,Y,3,BREWSTER,WA,98812,Y,,Washington State Employment Department,WS452170260,2015-11-13,2016-03-13
H-300-15317-674022,2016-02-02,H-2A,2015-11-17,DETERMINATION ISSUED - CERTIFICATION,2016-01-15,2016-11-15,PRI,CULBREATH RANCH,8170 Highway 9,na,Silverthorne,CO,80498,UNITED STATES OF AMERICA,na,970-531-2644,,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Open Range Livestock,423940,3,3,Y,Seasonal,45,12:00 AM,11:55 PM,"$1,206.31",Month,,,N,,None,na,na,N,,N,,,Y,6,Silverthorne,CO,80498,Y,Individual Employer,Colorado State Workforce Agency,CO6338279,2015-11-09,2016-06-16
H-300-15317-689042,2016-02-02,H-2A,2015-11-13,DETERMINATION ISSUED - WITHDRAWN,2016-01-01,2016-06-01,PRI,"Wilmer Farms, Inc.",841 Vereda Del Ciervo,,Goleta,CA,93117,UNITED STATES OF AMERICA,,218-386-2225,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,5,0,Y,Seasonal,48,08:00 AM,06:00 PM,$12.00,Hour,,,N,,None,,,N,,N,,,Y,3,Goleta,CA,93177,N,Individual Employer,California Workforec Services Division,14550322,2015-10-28,2016-03-17
H-300-15317-718785,2015-11-24,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION,2016-01-01,2016-10-31,PRI,Smith & Smith Farm Management,"Physical: 6336 Hwy 165, Oberlin, LA 70655","Mail: 6336 Hwy 165, Oberlin, LA 70655",Oberlin,LA,70655,UNITED STATES OF AMERICA,Allen Parish,337-207-0890,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Oberlin,LA,70655,Y,Individual Employer,"LA Workforce Commission, Office of Workforce Development",571221,2015-10-27,2016-06-01
H-300-15317-735663,2015-11-17,H-2A,2015-11-16,DETERMINATION ISSUED - WITHDRAWN,2016-02-10,2016-12-10,PRI,Sid Newman Ranch Trust,PO Box 5 (mailing address),177 Musselshell River Road,Melstone,MT,59054,UNITED STATES OF AMERICA,,406-358-2357,,"Peak Season Labor, Inc.",Diane Thibeault,Lewistown,MT,General Ranch Hand,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,1,0,Y,Seasonal,60,07:00 AM,06:00 PM,$11.14,Hour,,,N,,None,,,N,,N,,,Y,3,Melstone,MT,59054,N,Individual Employer,Billings Job Service,N/A,2015-11-16,2016-07-01
H-300-15317-794424,2015-11-30,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2015-12-29,2016-04-21,PRI,"Mid Columbia Ag Services, LLC",401 N. 1st Avenue,"mailing: P.O. Box 1588 , Yakima WA  98907",Yakima,WA,98907,UNITED STATES OF AMERICA,,509-457-6177,,MAS Labor H-2A,Elizabeth Whitley,LOVINGSTON,VA,Tree Fruit Orchard Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruits,,44,44,Y,Seasonal,42,07:30 AM,03:00 PM,$12.42,Hour,,,N,,None,,,N,,N,,,Y,1,White Salmon,WA,98672,Y,H-2A Labor Contractor or Job Contractor,WorkSource Columbia Gorge,WS452062925,2015-11-12,2016-02-25
H-300-15317-991113,2015-11-23,H-2A,2015-11-13,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-11,2016-07-08,PRI,RANDY CORMIER FARM,"Physical: 2817 Powers Street, Opelousas, LA 70570","Mail: 2817 Powers Street, Opelousas, LA 70570",Opelousas,LA,70570,UNITED STATES OF AMERICA,St. Landry Parish,337-948-4876,,"Couch Application Service Assistance, L.L.C.","Kelly Couch (Casa, Manager)",New Roads,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Opelousas,LA,70570,Y,Individual Employer,"LA Workforce Commission, Office of Workforce Development",571244,2015-10-27,2016-04-09
H-300-15318-107446,2016-03-14,H-2A,2015-12-29,DETERMINATION ISSUED - CERTIFICATION,2016-03-01,2016-11-15,PRI,Justin Helton,62 Sandrock Road,,Riverton,WY,82501,UNITED STATES OF AMERICA,,307-851-0156,,"Peak Season Labor, Inc.",Diane Thibeault,Lewistown,MT,General Ranch Hand,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,423940,2,2,Y,Seasonal,60,07:00 AM,06:00 PM,$11.75,Hour,,,N,,None,,,N,,N,,,Y,3,Riverton,WY,82501,Y,Individual Employer,WY Department of Workforce Services,2600250,2015-12-18,2016-07-09
H-300-15318-224062,2015-12-02,H-2A,2015-11-14,DETERMINATION ISSUED - CERTIFICATION,2016-01-05,2016-10-31,PRI,"EWS Farms, LLC",10080 Martin Road,N/A,Welsh,LA,70591,UNITED STATES OF AMERICA,N/A,337-658-0685,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farm worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,6,6,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,10.18,,N,,None,N/A,N/A,N,,N,,,Y,3,Welsh,LA,70591,N,Individual Employer,Louisiana Workforce Commission,571255,2015-10-27,2016-06-03
H-300-15318-543838,2015-11-18,H-2A,2015-11-16,DETERMINATION ISSUED - WITHDRAWN,2016-01-15,2016-11-15,PRI,Robin Delp,724 Redwater Road,,Vida,MT,59274,UNITED STATES OF AMERICA,,406-773-5050,,"Peak Season Labor, Inc.",Diane Thibeault,Lewistown,MT,General Ranch Hand,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,2,0,Y,Seasonal,60,07:00 AM,06:00 PM,$11.14,Hour,,,N,,None,,,N,,N,,,Y,3,Vida,MT,59274,N,Individual Employer,Wolf Point Job Service,N/A,,
H-300-15319-803144,2015-11-24,H-2A,2015-11-15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-15,2016-07-31,PRI,"BK&M Farms, LLC",1398 Tepetate Road,N/A,Basile,LA,70515,UNITED STATES OF AMERICA,N/A,337-432-5860,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farm worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Alligators,,5,5,Y,Seasonal,35,07:00 AM,02:00 PM,$10.18,Hour,10.18,,N,,None,N/A,N/A,N,,N,,,Y,3,Basile,LA,70515,Y,Individual Employer,Louisiana Workforce Commission,573179,2015-11-10,2016-04-23
H-300-15320-006268,2015-12-10,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION,2016-01-15,2016-11-15,PRI,HANSEN LIVESTOCK COMPANY,4100 Medicine Lodge Road,N/A,Dillon,MT,59725,UNITED STATES OF AMERICA,N/A,406-681-3116,,SNAKE RIVER FARMERS ASSOCIATION INC,Elizabeth (Betsy) Parkin,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Livestock,,1,1,Y,Seasonal,48,08:00 AM,05:00 PM,$11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Dillon,MT,59725,N,Individual Employer,MT. Dept. of Labor & Industry Workforce Services Division,10162888,2015-11-13,2016-06-14
H-300-15320-025895,2015-12-07,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-18,2016-07-18,PRI,"Coy's Honey Farm, Inc.",4595 CR 745,,Jonesboro,AR,72401,UNITED STATES OF AMERICA,,870-932-0034,,Labor Consultants International,Ashley Wright,Coeur d'Alene,ID,"Beekeeper, Helper",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,4,4,Y,Seasonal,35,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,Y,3,Perkinston,MS,39573,N,Individual Employer,Mississippi Department of Employment Security,MS151437,2015-11-10,2016-04-18
H-300-15320-095474,2015-12-01,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-02,2016-06-15,PRI,"Robert Cramer Farms, LLC",121 Gertrude Cramer Lane,,Rayne,LA,70578,UNITED STATES OF AMERICA,Acadia Parish,337-581-3195,,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,NA,NA,N,,N,,,Y,3,Rayne,LA,70578,Y,Individual Employer,LA Workforce Commission,572746,2015-11-04,2016-03-24
H-300-15320-287579,2015-12-10,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-10,2016-05-20,PRI,Perkins Honey Farm,188 47th St. NE,,Aneta,ND,58212,UNITED STATES OF AMERICA,,701-270-0242,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,4,4,Y,Seasonal,48,08:00 AM,06:00 PM,$10.35,Hour,,,N,,None,,,N,,N,,,Y,3,Yoakum,TX,77995,N,Individual Employer,Texas Workforce Commission,TX7062442,2015-10-29,2016-03-15
H-300-15320-316202,2015-12-01,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-08-31,PRI,Nicholas P. Vondenstein,139 Jerry Heinen Lane,,Branch,LA,70516,UNITED STATES OF AMERICA,Acadia Parish,337-783-3798,,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2093.00,"Farmworkers, Farm and Ranch Animals",Rice,,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,$10.18,Hour,,,N,,None,NA,NA,N,,N,,,Y,3,Branch,LA,70516,Y,Individual Employer,LA Workforce Commission,572776,2015-11-04,2016-05-01
H-300-15320-378131,2015-12-01,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION,2016-01-20,2016-11-01,PRI,WILLIAM ROMERO,23322 Hwy 335,,Kaplan,LA,70548,UNITED STATES OF AMERICA,,337-643-8738,,CAJUN VISA COMPANY INC,KRISTIE WHEAT,LIVINGSTON,LA,Crawfish Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,35,07:00 AM,01:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,N,,Kaplan,LA,70548,N,Individual Employer,Vermilion Career Solutions Center,574559,2015-11-16,2016-06-11
H-300-15320-395023,2015-12-01,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-15,2016-09-30,PRI,Sun Plus Inc,1600 Sun Plus Pkwy,PO Box 954 Port Allen LA 70767 (Mailing),Port Allen,LA,70767,UNITED STATES OF AMERICA,,225-749-3504,,CAJUN VISA COMPANY INC,KRISTIE WHEAT,LIVINGSTON,LA,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,35,07:00 AM,01:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,N,,Port Allen,LA,70767,N,Individual Employer,Iberville Career Solutions Center,574001,2015-11-12,2016-05-23
H-300-15320-418568,2015-12-01,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION,2015-12-31,2016-10-31,PRI,"MOUNTAIN AVENUE BEES, INC.",7178 CASCADE AVENUE,N/A,OAK HILLS,CA,92344,UNITED STATES OF AMERICA,N/A,909-754-2555,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,BEEKEEPER HELPER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Honey,,15,15,Y,Seasonal,40,08:00 AM,05:00 PM,$12.00,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Fontana,CA,92337,Y,H-2A Labor Contractor or Job Contractor,CALIFORNIA SWA,14560558,2015-11-03,2016-05-31
H-300-15320-495283,2015-12-23,H-2A,2015-11-16,DETERMINATION ISSUED - WITHDRAWN,2015-12-28,2016-10-16,PRI,Union Harvest,17614 S. Ave 1 1/2 East,,Yuma,AZ,85365,UNITED STATES OF AMERICA,,928-344-2892,,CITA,Jesse Duron,Yuma,AZ,Farm worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Vegetables,,45,0,Y,Seasonal,36,08:00 AM,02:00 PM,$10.54,Hour,,,N,,None,,,N,,N,,,Y,3,Aguila,AZ,85320,N,H-2A Labor Contractor or Job Contractor,FLC- State of Arizona,AZ1841155,2015-10-28,2016-05-22
H-300-15320-520591,2015-12-17,H-2A,2015-11-17,DETERMINATION ISSUED - CERTIFICATION,2016-01-01,2016-11-01,PRI,"Gentry Apiaries, Inc.",17769 66th Ct. N,"Mailing:  PO Box 1032  Loxahatchee, FL 33470",Loxahatchee,FL,33470,UNITED STATES OF AMERICA,,561-644-3462,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Beekeeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,7,7,Y,Seasonal,40,08:00 AM,04:00 PM,$10.19,Hour,,,N,,None,,,N,,N,,,Y,3,Wimauma,FL,33598,Y,H-2A Labor Contractor or Job Contractor,Florida Department of Economic Opportunity,FL10112594,2015-11-12,2016-06-01
H-300-15320-564210,2015-12-16,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-08,2016-08-25,PRI,"GERARD FREY FARMS, INC",6676 HARMON RD,,IOTA,LA,70543,UNITED STATES OF AMERICA,,337-779-2261,,,,,,Crawfish Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,$10.18,Hour,,,N,,None,,,N,,N,,,N,,Iota,LA,70543,N,Individual Employer,Louisiana Workforce Commission,573095,2015-11-10,2016-05-02
H-300-15320-579138,2015-12-04,H-2A,2015-11-17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-10-01,PRI,"Q & H Honey Farm, LLC",22020 Stanford Cr.,"mailing: 22020 Stanford Cr., Elkhorn, NE  68022",Elkhorn,NE,68022,UNITED STATES OF AMERICA,,402-305-0268,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Beekeeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,2,2,Y,Seasonal,40,08:00 AM,04:00 PM,$10.35,Hour,,,N,,None,,,N,,N,,,Y,3,Firebaugh,CA,93622,Y,H-2A Labor Contractor or Job Contractor,Fresno West Workforce Services,14554313,2015-10-29,2015-12-29
H-300-15320-596919,2015-12-02,H-2A,2015-11-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-01-01,2016-09-20,PRI,PALISADE PRODUCE,753 37.8 RD,,PALISADE,CO,81526,UNITED STATES OF AMERICA,,970-986-2584,,,,,,Harvest Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Peaches,,30,30,Y,Seasonal,35,08:00 AM,04:00 PM,$11.37,Hour,,,N,,None,,,N,,N,,,Y,3,Palisade,CO,81526,N,Individual Employer,Mesa County Workforce Center,CO6327727,2015-10-22,2016-05-04
